city,locality,pincode,property_type,area,carpet_area,bhk,bedrooms,bathrooms,balconies,floor,total_floors,property_age,parking,furnished,property_condition,latitude,longitude,amenities_count,has_parking,has_lift,has_security,has_gym,has_swimming_pool,has_garden,has_clubhouse,has_power_backup,has_cctv,has_internet,has_water_supply,has_ac,price
Hyderabad,Miyapur,500046,Independent House,747,634,2,2,1,0,0,2,0,0,Unfurnished,New,17.493601,78.363554,3,1,1,0,0,0,0,0,1,0,0,0,0,5670000
Hyderabad,Madhapur,500020,Apartment,2168,1776,4,4,5,3,1,35,2,1,Unfurnished,Good,17.442939,78.400874,5,0,1,1,1,0,0,0,1,0,1,0,0,20580000
Bengaluru,Electronic City,560029,Apartment,1522,1316,3,3,3,2,7,14,5,1,Fully Furnished,Good,12.849355,77.680847,9,0,1,1,1,0,1,1,1,1,0,1,1,11350000
Delhi NCR,Indirapuram (Ghaziabad),110046,Apartment,1266,1001,3,3,3,3,2,18,0,1,Semi-Furnished,Good,28.648289,77.363616,5,0,0,1,0,0,0,1,0,1,1,1,0,9130000
Delhi NCR,Golf Course Road (Gurugram),110004,Apartment,538,422,1,1,1,2,3,18,0,1,Semi-Furnished,New,28.469401,77.097438,9,1,1,1,0,0,0,1,1,1,1,1,1,11560000
Bengaluru,Indiranagar,560008,Apartment,896,708,2,2,2,3,15,18,8,1,Semi-Furnished,New,12.973485,77.635122,7,0,1,0,0,0,1,0,1,1,1,1,1,15650000
Pune,Hadapsar,411036,Apartment,1054,882,3,3,4,1,5,7,8,1,Semi-Furnished,Good,18.52177,73.932526,8,1,1,1,1,0,0,0,1,0,1,1,1,8960000
Nagpur,Besha,440029,Apartment,870,710,2,2,2,0,8,22,1,1,Semi-Furnished,Good,21.0728,79.079535,8,1,1,1,0,1,0,0,1,1,0,1,1,4660000
Pune,Aundh,411008,Apartment,1034,841,2,2,2,1,9,10,0,2,Unfurnished,Good,18.572969,73.799843,10,1,1,1,1,1,1,0,1,1,0,1,1,13520000
Kolkata,Salt Lake (Sector V),700020,Independent House,924,805,2,2,2,1,0,3,12,0,Semi-Furnished,New,22.568834,88.434731,5,1,0,0,0,1,1,0,1,0,0,1,0,8650000
Mumbai,Andheri East,400030,Independent House,916,785,2,2,3,2,0,1,0,1,Unfurnished,New,19.109984,72.863385,4,0,0,1,1,0,1,0,0,1,0,0,0,21840000
Kolkata,Salt Lake (Sector V),700025,Independent House,1345,1127,3,3,4,1,0,3,3,0,Semi-Furnished,Good,22.577025,88.424172,8,1,1,0,0,1,0,0,1,1,1,1,1,14510000
Mumbai,Juhu,400042,Villa,4152,3562,5,5,6,2,0,1,3,2,Unfurnished,Average,19.108619,72.834269,9,1,0,1,0,1,1,0,1,1,1,1,1,194730000
Bengaluru,Koramangala,560034,Villa,976,800,2,2,1,1,0,1,8,1,Unfurnished,Good,12.926421,77.612685,8,1,1,0,1,1,1,0,1,0,0,1,1,17170000
Hyderabad,Madhapur,500044,Apartment,704,582,1,1,1,1,13,18,0,1,Unfurnished,Good,17.4559,78.393444,8,1,1,1,0,0,1,1,0,1,0,1,1,7360000
Pune,Kharadi,411007,Apartment,916,793,2,2,2,3,9,22,3,1,Semi-Furnished,Good,18.554014,73.936504,8,1,1,1,0,0,1,0,1,1,0,1,1,8530000
Bengaluru,Yelahanka,560004,Independent House,797,653,2,2,2,3,0,1,5,1,Fully Furnished,Good,13.100187,77.60059,6,1,1,0,0,0,1,0,0,1,1,0,1,6820000
Bengaluru,Yelahanka,560016,Independent House,1359,1130,3,3,2,0,0,2,5,2,Semi-Furnished,Average,13.101844,77.603097,4,0,1,0,0,0,0,1,1,0,0,0,1,11300000
Nagpur,Wardha Road,440031,Independent House,1546,1243,3,3,4,3,0,1,2,1,Fully Furnished,New,21.0736,79.054736,2,0,1,0,0,0,1,0,0,0,0,0,0,11180000
Delhi NCR,Greater Noida West,110032,Villa,1121,950,2,2,1,1,0,2,18,1,Semi-Furnished,New,28.601148,77.440684,6,1,0,1,0,0,0,1,1,1,1,0,0,8120000
Kolkata,Garia,700042,Villa,1495,1229,3,3,2,3,0,2,5,0,Semi-Furnished,Good,22.459551,88.38896,3,0,0,0,0,0,1,0,0,0,1,0,1,11430000
Mumbai,Thane West,400039,Apartment,788,655,2,2,3,3,15,28,5,0,Semi-Furnished,Good,19.231218,72.975524,8,1,1,1,0,1,0,0,1,1,0,1,1,12810000
Mumbai,Powai,400026,Apartment,433,357,1,1,1,2,31,35,2,3,Fully Furnished,New,19.122287,72.900106,8,1,1,0,0,0,1,1,1,1,0,1,1,12240000
Pune,Kalyani Nagar,411037,Apartment,1455,1185,3,3,3,0,13,22,0,1,Unfurnished,New,18.554376,73.89654,7,0,1,1,0,1,1,0,1,1,0,1,0,20170000
Delhi NCR,Vasant Kunj (Delhi),110016,Apartment,934,783,2,2,1,2,2,4,0,0,Fully Furnished,New,28.519301,77.160387,8,1,1,1,0,0,1,0,1,1,0,1,1,24090000
Delhi NCR,Dwarka (Delhi),110046,Apartment,1385,1082,3,3,2,3,1,10,18,1,Unfurnished,Good,28.606944,77.047794,7,1,1,1,0,1,0,0,1,1,0,1,0,13220000
Delhi NCR,Vasant Kunj (Delhi),110029,Villa,993,868,3,3,3,2,0,2,18,1,Semi-Furnished,Average,28.517899,77.153309,8,1,1,1,0,0,1,0,0,1,1,1,1,22250000
Delhi NCR,Rohini (Delhi),110032,Apartment,1029,833,2,2,2,2,13,14,5,1,Fully Furnished,Good,28.700565,77.111378,7,1,1,1,0,0,1,0,1,1,1,0,0,11850000
Pune,Aundh,411004,Apartment,1211,1038,2,2,2,2,7,10,3,1,Fully Furnished,Good,18.5697,73.814787,5,1,0,1,0,0,0,0,0,1,1,1,0,16580000
Bengaluru,Yelahanka,560037,Apartment,1016,820,2,2,1,1,13,35,12,2,Semi-Furnished,Average,13.110696,77.585638,5,1,1,0,0,1,0,0,1,0,0,0,1,6710000
Chennai,Anna Nagar,600033,Apartment,817,692,2,2,2,1,2,22,5,1,Semi-Furnished,Good,13.088033,80.219842,8,1,0,1,1,1,1,0,1,1,0,1,0,11460000
Bengaluru,Bellandur,560014,Apartment,797,674,3,3,2,1,4,10,3,1,Fully Furnished,Good,12.922702,77.683508,10,1,1,1,0,0,1,1,1,1,1,1,1,9370000
Bengaluru,Bellandur,560008,Apartment,1023,879,2,2,1,2,2,28,8,1,Semi-Furnished,Good,12.92376,77.665968,7,1,1,0,0,0,0,1,1,1,0,1,1,10020000
Pune,Wakad,411041,Apartment,807,655,2,2,1,2,6,7,2,2,Semi-Furnished,Good,18.616173,73.773364,9,1,1,1,1,0,1,1,1,0,0,1,1,7570000
Chennai,T Nagar,600008,Apartment,516,450,1,1,2,2,2,4,3,2,Semi-Furnished,Good,13.041056,80.232184,6,1,1,1,0,0,0,0,1,1,0,1,0,8990000
Chennai,Velachery,600040,Apartment,981,829,2,2,1,2,3,22,5,0,Semi-Furnished,Average,12.975647,80.233124,9,1,1,0,1,1,0,1,1,1,0,1,1,8540000
Bengaluru,Koramangala,560022,Independent House,1081,871,2,2,1,2,0,3,12,1,Semi-Furnished,Average,12.930334,77.627405,7,1,0,1,0,1,1,0,1,0,1,1,0,16170000
Nagpur,Ramdaspeth,440027,Independent House,382,312,1,1,2,0,0,1,8,1,Unfurnished,Good,21.151322,79.085725,4,0,0,0,1,0,0,0,1,0,1,1,0,3810000
Bengaluru,Koramangala,560002,Independent House,761,602,2,2,3,3,0,2,0,0,Semi-Furnished,New,12.93798,77.625194,6,1,0,1,0,0,0,0,1,1,1,1,0,14870000
Mumbai,Thane West,400031,Independent House,1448,1134,3,3,4,0,0,3,1,2,Semi-Furnished,Good,19.22235,72.989678,7,1,1,1,0,1,0,1,1,0,0,1,0,26610000
Hyderabad,Kondapur,500012,Apartment,1135,942,3,3,3,2,18,28,0,2,Fully Furnished,New,17.480801,78.370925,10,1,1,0,1,1,1,1,1,1,1,1,0,15620000
Pune,Wakad,411029,Apartment,1116,884,3,3,3,1,17,28,8,1,Semi-Furnished,New,18.600643,73.752143,6,1,1,1,0,0,0,0,1,1,0,1,0,10690000
Bengaluru,Indiranagar,560039,Apartment,856,671,2,2,1,2,7,7,2,0,Unfurnished,New,12.993788,77.634603,7,1,0,1,0,0,0,1,1,1,1,1,0,12930000
Hyderabad,Uppal,500039,Apartment,1281,1076,3,3,3,2,14,22,0,1,Semi-Furnished,Good,17.385996,78.566209,10,1,1,1,1,1,0,1,0,1,1,1,1,7970000
Pune,Baner,411027,Apartment,954,779,2,2,3,3,1,14,2,1,Unfurnished,Good,18.542378,73.784238,7,1,1,1,1,0,1,0,1,0,0,0,1,10570000
Delhi NCR,Sohna Road (Gurugram),110022,Apartment,1011,795,2,2,2,1,4,18,2,2,Semi-Furnished,New,28.388092,77.04175,8,1,1,1,1,0,0,0,1,0,1,1,1,10420000
Pune,Magarpatta,411040,Apartment,1030,860,2,2,3,1,7,14,8,1,Unfurnished,Good,18.504865,73.931941,7,1,1,1,0,1,0,0,1,1,0,1,0,8580000
Nagpur,Ramdaspeth,440027,Apartment,514,404,1,1,1,0,5,14,12,0,Semi-Furnished,Average,21.131294,79.080467,10,1,1,1,1,1,1,0,1,1,1,1,0,4390000
Hyderabad,Miyapur,500002,Apartment,709,594,2,2,2,0,19,35,2,1,Semi-Furnished,Good,17.48892,78.362989,7,1,1,1,0,0,1,0,1,1,0,1,0,5140000
Pune,Aundh,411015,Apartment,1254,1102,3,3,3,3,2,14,1,0,Semi-Furnished,Average,18.558753,73.814269,8,1,1,1,0,0,1,0,1,1,0,1,1,14900000
Bengaluru,JP Nagar,560035,Apartment,2066,1634,4,4,3,3,1,10,1,2,Semi-Furnished,New,12.923659,77.574311,8,1,1,1,1,1,0,0,1,1,0,1,0,21540000
Pune,Magarpatta,411015,Apartment,1597,1321,3,3,3,0,2,4,0,1,Semi-Furnished,New,18.510371,73.924654,9,1,1,1,0,0,1,0,1,1,1,1,1,17980000
Bengaluru,Whitefield,560027,Apartment,905,712,2,2,2,1,18,35,3,1,Semi-Furnished,Average,12.982588,77.756417,5,1,1,0,0,1,1,0,1,0,0,0,0,8610000
Delhi NCR,Cyber City (Gurugram),110029,Independent House,707,558,2,2,2,2,0,2,1,2,Semi-Furnished,New,28.485791,77.066787,5,1,1,1,1,0,0,0,1,0,0,0,0,14610000
Hyderabad,Kondapur,500029,Apartment,1641,1372,3,3,4,2,2,18,5,1,Unfurnished,Good,17.474036,78.356028,9,1,1,1,0,0,1,1,1,0,1,1,1,14110000
Pune,Aundh,411021,Independent House,832,707,2,2,2,2,0,1,0,0,Unfurnished,New,18.564238,73.814827,4,0,1,0,0,0,0,0,1,0,1,0,1,11380000
Chennai,Anna Nagar,600034,Villa,611,486,1,1,1,2,0,2,5,1,Fully Furnished,Good,13.092459,80.206679,5,0,1,0,1,0,1,0,1,0,0,0,1,12680000
Pune,Baner,411020,Plot,2506,2506,0,0,0,0,0,0,2,0,Unfurnished,Average,18.581517,73.785965,1,0,0,1,0,0,0,0,0,0,0,0,0,20260000
Nagpur,Sadar,440013,Apartment,1214,985,3,3,2,2,3,35,8,0,Fully Furnished,Needs Renovation,21.16445,79.085682,8,1,1,1,0,1,1,0,0,1,1,1,0,8850000
Hyderabad,Uppal,500026,Plot,944,944,0,0,0,0,0,0,5,0,Unfurnished,Average,17.393642,78.561851,1,0,0,0,0,0,0,0,0,0,0,1,0,4320000
Hyderabad,Kukatpally,500020,Apartment,2269,1899,4,4,5,0,3,10,1,1,Unfurnished,New,17.502496,78.397704,7,0,1,1,0,0,1,0,1,1,1,1,0,18840000
Nagpur,Khamla,440020,Apartment,997,797,2,2,2,2,7,28,1,1,Semi-Furnished,Average,21.107393,79.060548,8,1,1,1,0,0,1,0,1,1,0,1,1,6480000
Mumbai,Kandivali East,400017,Apartment,1860,1454,4,4,4,0,11,22,1,1,Fully Furnished,New,19.207715,72.871078,3,1,0,0,0,0,0,0,1,0,0,1,0,34750000
Bengaluru,JP Nagar,560041,Villa,1130,949,2,2,2,2,0,2,8,1,Semi-Furnished,Good,12.910876,77.580062,8,1,0,1,1,0,0,1,1,0,1,1,1,13870000
Hyderabad,Kukatpally,500030,Apartment,925,723,2,2,3,0,15,18,5,1,Fully Furnished,Good,17.491232,78.400505,5,0,0,1,1,0,0,0,1,0,1,1,0,7770000
Nagpur,Khamla,440003,Apartment,606,477,2,2,3,2,3,4,5,1,Unfurnished,New,21.111893,79.055555,8,1,1,1,0,1,1,1,0,1,0,1,0,4250000
Delhi NCR,Sector 150 (Noida),110004,Apartment,1836,1561,4,4,4,3,28,28,8,1,Semi-Furnished,New,28.468429,77.462707,9,0,1,1,1,0,1,0,1,1,1,1,1,21130000
Delhi NCR,Greater Noida West,110024,Apartment,1343,1104,3,3,3,0,16,22,0,1,Fully Furnished,New,28.596877,77.435638,8,0,1,1,1,0,0,0,1,1,1,1,1,11080000
Mumbai,Andheri West,400005,Apartment,539,438,1,1,1,3,20,28,18,1,Unfurnished,Average,19.127511,72.839064,8,1,1,1,0,0,1,0,1,1,0,1,1,11010000
Chennai,T Nagar,600030,Apartment,987,820,2,2,2,2,13,18,3,1,Semi-Furnished,Good,13.051678,80.225844,8,1,1,1,1,0,1,0,0,0,1,1,1,17700000
Pune,Kharadi,411034,Apartment,1877,1510,4,4,4,3,7,10,2,1,Semi-Furnished,New,18.550543,73.935678,5,0,1,0,1,1,0,0,0,1,0,1,0,18160000
Hyderabad,Jubilee Hills,500015,Apartment,1203,1054,3,3,4,3,1,18,8,1,Semi-Furnished,Good,17.442709,78.41439,10,1,1,1,0,1,1,1,1,1,1,1,0,21050000
Hyderabad,Banjara Hills,500028,Apartment,1461,1255,3,3,2,1,2,18,2,1,Semi-Furnished,New,17.413246,78.446553,6,1,1,1,0,0,0,1,1,0,0,0,1,26700000
Pune,Kothrud,411007,Apartment,2187,1712,4,4,3,1,15,18,25,1,Unfurnished,Average,18.516568,73.801481,8,0,1,1,1,1,1,0,1,1,0,1,0,19770000
Bengaluru,Bellandur,560041,Apartment,1014,798,3,3,4,2,14,28,5,1,Semi-Furnished,New,12.939037,77.673219,8,1,1,1,0,1,1,0,1,1,0,1,0,11180000
Nagpur,Besha,440013,Independent House,626,511,2,2,2,0,0,3,3,1,Semi-Furnished,Good,21.070362,79.082682,9,1,1,0,0,1,1,1,1,1,1,1,0,3790000
Chennai,Anna Nagar,600045,Apartment,926,725,2,2,2,1,13,28,2,1,Unfurnished,New,13.092662,80.211661,8,0,1,1,0,1,1,0,0,1,1,1,1,14580000
Mumbai,Borivali West,400028,Independent House,762,635,2,2,2,2,0,1,5,1,Fully Furnished,Good,19.223654,72.87109,7,0,0,0,1,1,1,0,1,1,1,0,1,17010000
Hyderabad,Manikonda,500009,Independent House,1233,976,2,2,2,2,0,3,3,1,Fully Furnished,Average,17.402256,78.389418,5,1,0,1,0,0,1,1,0,0,1,0,0,12180000
Pune,Kharadi,411008,Independent House,1167,935,2,2,2,1,0,3,3,2,Unfurnished,Average,18.550713,73.931994,4,0,0,0,0,1,1,0,1,0,0,1,0,11380000
Hyderabad,Madhapur,500021,Apartment,1485,1167,3,3,3,1,2,7,1,1,Unfurnished,New,17.45543,78.391534,9,1,1,1,1,1,0,1,0,0,1,1,1,17240000
Mumbai,Navi Mumbai - Vashi,400040,Apartment,751,631,1,1,1,1,12,28,1,2,Semi-Furnished,New,19.08015,73.001093,6,0,1,1,0,0,1,0,1,1,0,1,0,12200000
Mumbai,Andheri East,400011,Apartment,500,410,2,2,1,0,1,7,0,1,Semi-Furnished,New,19.116707,72.868941,8,1,1,1,0,0,0,0,1,1,1,1,1,11070000
Pune,Kalyani Nagar,411042,Villa,991,864,2,2,1,3,0,2,2,1,Semi-Furnished,New,18.545817,73.912322,7,0,0,1,1,1,0,0,1,1,1,1,0,19690000
Bengaluru,Bellandur,560023,Apartment,1211,962,3,3,4,1,3,14,0,1,Semi-Furnished,Good,12.933921,77.674463,10,1,1,1,1,1,1,1,1,1,1,0,0,13570000
Hyderabad,Manikonda,500004,Villa,1279,1118,3,3,2,2,0,3,2,2,Unfurnished,New,17.399001,78.390073,5,1,0,1,1,0,0,0,1,0,1,0,0,13950000
Hyderabad,Gachibowli,500017,Apartment,630,507,1,1,1,3,23,28,0,2,Semi-Furnished,Good,17.437951,78.334209,5,1,1,1,0,0,0,0,1,1,0,0,0,7080000
Nagpur,Khamla,440018,Apartment,662,582,1,1,1,2,1,4,8,2,Semi-Furnished,New,21.112621,79.056029,8,1,1,1,0,0,1,0,1,1,1,1,0,4930000
Delhi NCR,Rohini (Delhi),110023,Apartment,2789,2256,5,5,5,2,10,10,0,1,Unfurnished,New,28.697658,77.108715,11,1,1,1,1,1,1,1,1,1,1,1,0,30750000
Hyderabad,Jubilee Hills,500036,Apartment,784,671,2,2,1,0,17,18,2,1,Semi-Furnished,New,17.430497,78.411232,7,0,1,1,0,1,0,0,1,1,0,1,1,16220000
Chennai,Anna Nagar,600038,Apartment,1002,871,2,2,2,2,4,4,3,1,Semi-Furnished,Good,13.099507,80.207257,6,0,1,1,0,1,0,1,0,1,0,1,0,14520000
Bengaluru,Whitefield,560012,Apartment,862,749,2,2,2,1,21,35,5,1,Semi-Furnished,Good,12.963029,77.745321,7,1,1,1,0,0,1,0,1,1,0,1,0,8360000
Pune,Kharadi,411015,Independent House,1490,1235,3,3,2,0,0,3,1,1,Semi-Furnished,New,18.570393,73.929372,4,1,0,0,0,0,0,0,1,1,0,0,1,17430000
Pune,Kalyani Nagar,411042,Independent House,573,494,1,1,1,3,0,1,0,1,Semi-Furnished,New,18.549466,73.905408,5,1,0,1,0,0,0,1,0,0,1,0,1,10570000
Bengaluru,Electronic City,560003,Apartment,788,615,3,3,2,0,3,4,1,2,Semi-Furnished,New,12.820805,77.673033,8,0,0,1,1,0,0,1,1,1,1,1,1,6370000
Pune,Magarpatta,411011,Apartment,682,575,2,2,3,3,13,18,0,0,Semi-Furnished,Good,18.491739,73.931769,8,1,1,1,0,1,0,1,1,0,1,1,0,7860000
Delhi NCR,Greater Noida West,110034,Independent House,763,650,2,2,1,2,0,2,8,1,Semi-Furnished,Good,28.582116,77.427242,6,0,0,0,0,0,1,1,1,1,0,1,1,5230000
Mumbai,Thane West,400019,Apartment,1242,1051,3,3,2,3,3,22,12,1,Fully Furnished,Average,19.222253,72.955263,11,1,1,1,1,0,1,1,1,1,1,1,1,16630000
Bengaluru,Whitefield,560044,Apartment,1116,934,3,3,3,0,22,22,1,1,Semi-Furnished,Good,12.967749,77.745696,9,1,1,1,1,0,1,0,1,1,1,1,0,12300000
Bengaluru,Bellandur,560018,Independent House,931,726,3,3,3,2,0,3,3,2,Fully Furnished,New,12.926364,77.680667,8,1,0,1,0,0,1,0,1,1,1,1,1,14010000
Bengaluru,HSR Layout,560043,Independent House,1278,1006,3,3,3,2,0,3,12,1,Semi-Furnished,Good,12.914696,77.630169,8,1,1,0,0,1,1,1,0,0,1,1,1,14820000
Pune,Wakad,411042,Apartment,1094,891,2,2,2,2,12,22,0,2,Semi-Furnished,Good,18.598656,73.778228,5,0,1,1,0,0,0,0,1,1,0,1,0,9830000
Hyderabad,Banjara Hills,500023,Apartment,1038,811,2,2,2,3,3,4,0,1,Semi-Furnished,Average,17.430551,78.439058,7,1,1,1,0,0,0,0,1,0,1,1,1,17560000
Kolkata,Rajarhat,700004,Independent House,951,814,2,2,2,2,0,3,0,1,Unfurnished,Good,22.607433,88.500845,8,1,1,1,0,0,1,1,1,0,1,0,1,6910000
Bengaluru,Sarjapur Road,560045,Independent House,1036,818,2,2,2,2,0,3,12,1,Semi-Furnished,Good,12.897796,77.675564,6,0,1,0,0,0,1,0,1,1,1,0,1,10190000
Delhi NCR,Rohini (Delhi),110027,Apartment,543,452,1,1,1,3,3,10,1,2,Fully Furnished,New,28.721626,77.109374,8,1,1,1,1,1,1,0,0,1,0,0,1,6180000
Delhi NCR,Sector 62 (Noida),110023,Apartment,1624,1310,3,3,4,3,6,7,18,1,Semi-Furnished,Needs Renovation,28.622281,77.36759,7,1,1,0,0,1,1,0,0,1,1,1,0,9580000
Mumbai,Thane West,400043,Apartment,1011,875,3,3,3,1,9,10,3,1,Semi-Furnished,New,19.219614,72.99567,9,1,1,1,0,1,0,1,0,1,1,1,1,17130000
Bengaluru,Whitefield,560015,Independent House,1385,1142,3,3,3,3,0,2,1,1,Semi-Furnished,New,12.978403,77.751685,6,1,1,0,1,0,1,1,0,0,0,0,1,16480000
Pune,Aundh,411018,Apartment,1687,1409,4,4,4,2,2,4,3,1,Semi-Furnished,Good,18.564471,73.816984,5,0,1,1,0,1,0,0,0,1,0,1,0,19960000
Hyderabad,Banjara Hills,500031,Apartment,1193,983,2,2,1,1,2,7,3,2,Unfurnished,New,17.414866,78.428598,7,1,1,0,0,0,0,1,1,1,1,0,1,21760000
Pune,Magarpatta,411018,Apartment,900,788,2,2,3,1,6,28,2,0,Semi-Furnished,Good,18.521876,73.924866,7,1,1,1,0,0,1,1,0,1,0,1,0,9610000
Bengaluru,Hebbal,560040,Apartment,1524,1298,3,3,2,3,3,4,5,1,Semi-Furnished,Good,13.038127,77.581036,4,0,1,1,0,0,0,0,1,1,0,0,0,14350000
Pune,Kothrud,411013,Apartment,677,554,1,1,1,0,2,7,3,1,Semi-Furnished,New,18.506343,73.80351,7,1,1,1,1,0,0,0,1,0,0,1,1,8230000
Nagpur,Trimurti Nagar,440032,Independent House,1127,937,3,3,4,2,0,2,0,2,Semi-Furnished,New,21.101826,79.03819,4,0,0,0,0,1,0,0,1,1,1,0,0,9350000
Pune,Viman Nagar,411008,Apartment,784,669,2,2,2,1,2,4,1,2,Semi-Furnished,New,18.567355,73.917212,6,1,1,1,0,0,0,0,1,0,1,1,0,10770000
Bengaluru,Hebbal,560037,Apartment,691,567,2,2,1,2,3,4,2,0,Semi-Furnished,New,13.045075,77.604785,6,1,0,1,0,0,1,0,0,1,0,1,1,7380000
Mumbai,Kandivali East,400039,Apartment,1451,1140,3,3,4,3,28,28,2,1,Semi-Furnished,Average,19.202539,72.870186,7,0,0,1,1,0,0,0,1,1,1,1,1,27210000
Delhi NCR,Vasant Kunj (Delhi),110040,Apartment,1552,1331,3,3,4,2,4,22,1,1,Semi-Furnished,New,28.524069,77.152558,5,1,0,1,0,0,0,0,1,0,0,1,1,32370000
Hyderabad,Uppal,500034,Villa,914,788,2,2,2,3,0,2,0,0,Fully Furnished,New,17.411453,78.547983,7,1,0,1,0,0,1,1,1,0,1,0,1,8320000
Pune,Kothrud,411030,Independent House,1431,1238,3,3,3,3,0,3,5,0,Semi-Furnished,Good,18.499523,73.80136,4,1,1,0,0,0,1,0,0,0,1,0,0,18670000
Delhi NCR,Vasant Kunj (Delhi),110036,Apartment,716,585,2,2,2,0,5,28,2,1,Fully Furnished,Good,28.512207,77.161627,9,0,1,1,1,0,1,0,1,1,1,1,1,15960000
Kolkata,Garia,700002,Villa,676,573,2,2,2,2,0,1,8,0,Unfurnished,Good,22.45896,88.395856,5,0,1,1,0,0,0,0,0,1,0,1,1,4410000
Pune,Kharadi,411039,Apartment,870,746,2,2,3,0,11,28,3,0,Semi-Furnished,Good,18.551955,73.921134,8,1,1,1,0,1,0,0,1,1,0,1,1,8980000
Bengaluru,Yelahanka,560013,Independent House,1015,883,2,2,2,2,0,2,3,0,Unfurnished,Good,13.097426,77.604347,5,0,1,1,0,1,0,0,1,0,0,0,1,7960000
Nagpur,Trimurti Nagar,440046,Villa,1142,894,2,2,2,1,0,2,12,1,Semi-Furnished,Good,21.119236,79.036308,6,1,0,1,0,0,1,0,1,0,1,0,1,9090000
Nagpur,Ramdaspeth,440011,Independent House,1372,1182,3,3,4,2,0,3,2,1,Semi-Furnished,New,21.144962,79.066787,7,1,1,0,0,0,1,1,1,1,0,1,0,16510000
Chennai,OMR (Thoraipakkam),600012,Independent House,1661,1442,3,3,2,1,0,3,2,1,Semi-Furnished,New,12.938236,80.244204,5,1,0,0,0,1,0,0,1,0,0,1,1,17440000
Pune,Magarpatta,411007,Apartment,881,729,2,2,1,2,2,28,12,1,Semi-Furnished,Needs Renovation,18.521251,73.91797,8,0,1,1,0,0,1,1,1,1,0,1,1,7140000
Delhi NCR,Greater Noida West,110010,Apartment,1450,1141,3,3,3,2,16,28,5,1,Semi-Furnished,New,28.593784,77.429835,8,1,1,1,0,0,1,0,0,1,1,1,1,9180000
Nagpur,Pratap Nagar,440029,Apartment,1526,1297,3,3,3,2,4,14,18,1,Unfurnished,Good,21.104493,79.046461,10,1,1,1,1,1,0,1,0,1,1,1,1,9300000
Delhi NCR,Indirapuram (Ghaziabad),110021,Apartment,600,517,1,1,1,1,22,35,2,1,Unfurnished,Good,28.655587,77.383201,9,1,1,1,0,1,1,0,1,1,0,1,1,4610000
Hyderabad,Miyapur,500016,Independent House,954,760,2,2,3,3,0,2,5,1,Semi-Furnished,Good,17.496421,78.348743,2,0,0,0,0,0,0,0,1,1,0,0,0,6590000
Delhi NCR,Golf Course Road (Gurugram),110027,Independent House,1258,1097,3,3,2,2,0,2,3,1,Unfurnished,Good,28.44321,77.09478,5,0,0,0,0,0,1,1,1,0,1,1,0,26550000
Pune,Hinjewadi,411006,Apartment,663,568,2,2,2,1,7,14,1,1,Unfurnished,Average,18.594534,73.744627,10,0,1,1,1,0,1,1,1,1,1,1,1,5120000
Mumbai,Powai,400046,Apartment,1977,1594,4,4,3,1,5,7,12,2,Unfurnished,Good,19.122332,72.911442,8,1,1,1,1,1,0,1,0,1,0,1,0,39680000
Bengaluru,Hebbal,560028,Independent House,493,385,1,1,1,2,0,3,0,1,Fully Furnished,Good,13.038013,77.606564,4,1,0,0,1,0,1,0,1,0,0,0,0,6510000
Nagpur,Wardha Road,440016,Apartment,1308,1054,2,2,3,2,11,22,12,1,Semi-Furnished,Average,21.075795,79.070259,6,1,1,1,0,0,0,0,1,0,0,1,1,6240000
Hyderabad,Kukatpally,500029,Apartment,988,787,2,2,2,0,6,10,2,1,Semi-Furnished,New,17.480862,78.395232,8,0,1,1,1,1,1,1,1,0,0,1,0,8160000
Pune,Hinjewadi,411039,Apartment,1434,1220,3,3,3,1,7,22,2,0,Unfurnished,New,18.599256,73.744068,7,0,1,1,0,1,0,1,1,0,1,0,1,10400000
Kolkata,Ballygunge,700024,Apartment,1914,1674,3,3,3,2,5,10,2,0,Semi-Furnished,New,22.530362,88.358788,7,0,0,1,1,0,1,1,1,1,0,1,0,29330000
Chennai,Porur,600017,Independent House,980,855,2,2,2,0,0,2,18,1,Fully Furnished,Good,13.032865,80.158083,6,1,0,1,0,1,0,0,1,0,0,1,1,7010000
Nagpur,Khamla,440045,Apartment,880,707,2,2,1,0,14,22,0,2,Unfurnished,New,21.10951,79.046539,8,1,1,1,0,0,1,0,1,1,1,0,1,6830000
Mumbai,Thane West,400017,Apartment,2321,1820,4,4,3,0,1,4,12,2,Semi-Furnished,Good,19.222419,72.984659,9,1,1,1,0,1,0,1,1,1,0,1,1,31610000
Bengaluru,Koramangala,560037,Apartment,858,749,2,2,2,1,14,22,0,1,Unfurnished,New,12.941917,77.61364,9,1,1,1,0,0,1,1,1,1,1,1,0,13900000
Nagpur,Wardha Road,440040,Apartment,1157,935,3,3,4,2,14,22,2,1,Semi-Furnished,Good,21.08864,79.077542,6,0,1,1,0,0,0,0,1,1,1,1,0,7190000
Bengaluru,Sarjapur Road,560007,Apartment,691,604,1,1,2,3,2,18,2,1,Semi-Furnished,New,12.903266,77.687789,9,0,1,1,1,0,1,1,1,1,0,1,1,6800000
Bengaluru,Hebbal,560020,Apartment,2420,2015,4,4,3,1,6,10,18,1,Semi-Furnished,Good,13.034878,77.59392,9,0,1,1,1,0,1,1,1,1,0,1,1,22150000
